"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"94768099999","2011-01-01","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  75.4"," 8","  66.2"," 8","1010.9"," 8","006.3"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  84.2"," ","  68.9"," "," 0.00","G","999.9","000000"
"94768099999","2011-01-02","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  71.1"," 8","  64.0"," 8","1013.0"," 8","008.4"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  82.4"," ","  66.6","*"," 0.22","G","999.9","000000"
"94768099999","2011-01-03","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  66.1"," 8","  60.7"," 8","1013.5"," 8","008.9"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  70.3"," ","  63.3","*"," 0.12","G","999.9","000000"
"94768099999","2011-01-04","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  68.2"," 8","  56.9"," 8","1010.2"," 8","005.5"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  72.7"," ","  63.0","*"," 0.00","G","999.9","000000"
"94768099999","2011-01-05","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  70.4"," 8","  60.4"," 8","1007.9"," 8","003.3"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  74.1"," ","  63.0"," "," 0.00","G","999.9","000000"
"94768099999","2011-01-06","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  71.8"," 8","  64.7"," 8","1012.3"," 8","007.7"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  80.2"," ","  67.1"," "," 0.30","G","999.9","000000"
"94768099999","2011-01-07","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  74.4"," 8","  67.2"," 8","1013.3"," 8","008.7"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  79.7"," ","  67.8"," "," 0.26","G","999.9","000000"
"94768099999","2011-01-08","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  75.2"," 8","  68.3"," 8","1012.8"," 8","008.2"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  80.1"," ","  70.3"," "," 0.37","G","999.9","000000"
"94768099999","2011-01-09","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  75.7"," 8","  68.9"," 8","1015.3"," 8","010.7"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  80.6"," ","  71.6"," "," 0.21","G","999.9","000000"
"94768099999","2011-01-10","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  75.2"," 8","  67.0"," 8","1014.3"," 8","009.7"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  79.2"," ","  70.7"," "," 0.02","G","999.9","000000"
"94768099999","2011-01-11","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  74.8"," 8","  69.5"," 8","1011.8"," 8","007.2"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  77.4"," ","  71.2"," "," 0.06","G","999.9","000000"
"94768099999","2011-01-12","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  76.9"," 8","  68.3"," 8","1012.6"," 8","008.0"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  82.2"," ","  72.1"," "," 0.01","G","999.9","000000"
"94768099999","2011-01-13","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  75.8"," 8","  66.6"," 8","1013.1"," 8","008.5"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  79.9"," ","  71.2","*"," 0.01","G","999.9","000000"
"94768099999","2011-01-14","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  75.7"," 8","  64.9"," 8","1008.7"," 8","004.1"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  82.2"," ","  71.2"," "," 0.02","G","999.9","000000"
"94768099999","2011-01-15","-33.85","151.2","40.0","SYDNEY OBSERVATORY HILL, AS","  76.5"," 8","  69.4"," 8","1008.8"," 8","004.2"," 8","999.9"," 0","999.9"," 0","999.9","999.9","  86.7"," ","  71.6"," "," 0.01","G","999.9","000000"
